PickupStop_ID,Address_ID,Route_ID,ScheduledDate,LimitDate,RealOps
332,ad289,r43,09/05/2025 05:00,09/05/2025 22:00,09/05/2025 08:00
333,ad370,r3,07/05/2025 05:00,07/05/2025 10:00,07/05/2025 05:49
334,ad23,r13,07/05/2025 05:00,08/05/2025 06:00,07/05/2025 06:35
335,ad381,r84,11/05/2025 05:00,11/05/2025 18:00,11/05/2025 06:24
336,ad327,r45,03/05/2025 05:00,03/05/2025 12:00,03/05/2025 06:07
337,ad309,r94,04/05/2025 05:00,04/05/2025 15:00,04/05/2025 07:58
338,ad341,r24,10/05/2025 05:00,11/05/2025 11:00,10/05/2025 06:42
339,ad453,r28,04/05/2025 05:00,04/05/2025 19:00,04/05/2025 07:10
340,ad130,r32,11/05/2025 05:00,11/05/2025 16:00,11/05/2025 08:00
341,ad128,r91,08/05/2025 05:00,08/05/2025 23:00,08/05/2025 06:30
342,ad149,r85,01/05/2025 05:00,02/05/2025 03:00,01/05/2025 06:13
343,ad390,r57,05/05/2025 05:00,06/05/2025 06:00,05/05/2025 06:53
344,ad435,r41,06/05/2025 05:00,07/05/2025 04:00,06/05/2025 06:38
345,ad227,r45,01/05/2025 05:00,01/05/2025 11:00,01/05/2025 07:23
346,ad104,r60,10/05/2025 05:00,10/05/2025 14:00,10/05/2025 05:32
347,ad159,r36,11/05/2025 05:00,11/05/2025 20:00,11/05/2025 06:38
348,ad418,r38,10/05/2025 05:00,11/05/2025 10:00,10/05/2025 06:42
349,ad19,r79,03/05/2025 05:00,03/05/2025 16:00,03/05/2025 07:26
350,ad407,r20,02/05/2025 05:00,02/05/2025 23:00,02/05/2025 05:51
351,ad225,r78,09/05/2025 05:00,10/05/2025 08:00,09/05/2025 06:22
352,ad203,r86,06/05/2025 05:00,06/05/2025 13:00,06/05/2025 05:31
353,ad356,r64,10/05/2025 05:00,10/05/2025 11:00,10/05/2025 05:54
354,ad437,r4,01/05/2025 05:00,01/05/2025 16:00,01/05/2025 07:58
355,ad250,r88,06/05/2025 05:00,06/05/2025 13:00,06/05/2025 07:09
356,ad254,r42,01/05/2025 05:00,02/05/2025 11:00,01/05/2025 07:04
357,ad181,r54,01/05/2025 05:00,01/05/2025 16:00,01/05/2025 06:08
358,ad470,r16,03/05/2025 05:00,03/05/2025 15:00,03/05/2025 07:40
359,ad118,r5,06/05/2025 05:00,06/05/2025 10:00,06/05/2025 07:56
360,ad439,r45,01/05/2025 05:00,01/05/2025 16:00,01/05/2025 06:00
361,ad157,r80,09/05/2025 05:00,10/05/2025 01:00,09/05/2025 06:09
362,ad187,r100,11/05/2025 05:00,12/05/2025 11:00,11/05/2025 06:36
363,ad158,r84,07/05/2025 05:00,08/05/2025 11:00,07/05/2025 05:48
364,ad43,r59,09/05/2025 05:00,09/05/2025 21:00,09/05/2025 07:58
365,ad73,r80,07/05/2025 05:00,07/05/2025 21:00,07/05/2025 06:40
366,ad158,r26,02/05/2025 05:00,02/05/2025 09:00,02/05/2025 07:19
367,ad339,r37,05/05/2025 05:00,06/05/2025 02:00,05/05/2025 07:45
368,ad206,r100,01/05/2025 05:00,01/05/2025 12:00,01/05/2025 05:51
369,ad395,r63,06/05/2025 05:00,06/05/2025 17:00,06/05/2025 06:00
370,ad466,r49,03/05/2025 05:00,04/05/2025 01:00,03/05/2025 07:50
371,ad27,r95,01/05/2025 05:00,01/05/2025 09:00,01/05/2025 07:14
372,ad308,r25,05/05/2025 05:00,05/05/2025 17:00,05/05/2025 06:43
373,ad205,r97,04/05/2025 05:00,05/05/2025 08:00,04/05/2025 06:25
374,ad423,r51,06/05/2025 05:00,06/05/2025 19:00,06/05/2025 06:39
375,ad271,r83,02/05/2025 05:00,02/05/2025 13:00,02/05/2025 06:05
376,ad364,r54,06/05/2025 05:00,07/05/2025 04:00,06/05/2025 05:42
377,ad167,r42,02/05/2025 05:00,02/05/2025 12:00,02/05/2025 07:12
378,ad472,r61,04/05/2025 05:00,05/05/2025 08:00,04/05/2025 07:36
379,ad198,r75,02/05/2025 05:00,03/05/2025 03:00,02/05/2025 07:48
380,ad319,r68,05/05/2025 05:00,06/05/2025 00:00,05/05/2025 06:10
381,ad46,r17,07/05/2025 05:00,07/05/2025 11:00,07/05/2025 06:55
382,ad217,r77,04/05/2025 05:00,04/05/2025 14:00,04/05/2025 06:32
383,ad44,r7,02/05/2025 05:00,03/05/2025 07:00,02/05/2025 07:05
384,ad60,r84,07/05/2025 05:00,07/05/2025 22:00,07/05/2025 06:47
385,ad152,r56,04/05/2025 05:00,05/05/2025 09:00,04/05/2025 06:54
386,ad408,r7,11/05/2025 05:00,12/05/2025 06:00,11/05/2025 06:21
387,ad497,r50,06/05/2025 05:00,06/05/2025 10:00,06/05/2025 07:03
388,ad103,r36,04/05/2025 05:00,04/05/2025 10:00,04/05/2025 07:55
389,ad287,r43,08/05/2025 05:00,08/05/2025 17:00,08/05/2025 07:07
390,ad4,r41,10/05/2025 05:00,11/05/2025 11:00,10/05/2025 07:35
391,ad297,r56,10/05/2025 05:00,11/05/2025 08:00,10/05/2025 06:32
392,ad156,r38,09/05/2025 05:00,09/05/2025 13:00,09/05/2025 06:25
393,ad246,r27,02/05/2025 05:00,02/05/2025 20:00,02/05/2025 07:58
394,ad354,r39,02/05/2025 05:00,03/05/2025 03:00,02/05/2025 06:15
395,ad487,r69,05/05/2025 05:00,06/05/2025 01:00,05/05/2025 06:35
396,ad37,r35,08/05/2025 05:00,08/05/2025 21:00,08/05/2025 07:20
397,ad40,r69,06/05/2025 05:00,06/05/2025 11:00,06/05/2025 06:10
398,ad78,r49,05/05/2025 05:00,06/05/2025 05:00,05/05/2025 07:52
399,ad372,r57,07/05/2025 05:00,07/05/2025 19:00,07/05/2025 06:28
400,ad486,r50,11/05/2025 05:00,12/05/2025 06:00,11/05/2025 06:08
401,ad314,r56,07/05/2025 05:00,07/05/2025 10:00,07/05/2025 06:55
402,ad343,r64,05/05/2025 05:00,06/05/2025 03:00,05/05/2025 06:12
403,ad218,r10,07/05/2025 05:00,07/05/2025 09:00,07/05/2025 06:04
404,ad378,r96,05/05/2025 05:00,05/05/2025 16:00,05/05/2025 07:16
405,ad226,r55,10/05/2025 05:00,11/05/2025 06:00,10/05/2025 07:48
406,ad106,r49,07/05/2025 05:00,08/05/2025 06:00,07/05/2025 07:05
407,ad388,r69,09/05/2025 05:00,09/05/2025 14:00,09/05/2025 07:56
408,ad295,r17,02/05/2025 05:00,03/05/2025 04:00,02/05/2025 05:31
409,ad257,r11,05/05/2025 05:00,05/05/2025 11:00,05/05/2025 06:30
410,ad423,r23,04/05/2025 05:00,05/05/2025 00:00,04/05/2025 06:59
411,ad86,r100,09/05/2025 05:00,10/05/2025 00:00,09/05/2025 07:26
412,ad77,r6,03/05/2025 05:00,04/05/2025 07:00,03/05/2025 07:07
413,ad464,r68,02/05/2025 05:00,02/05/2025 13:00,02/05/2025 06:04
414,ad57,r31,10/05/2025 05:00,11/05/2025 01:00,10/05/2025 05:32
415,ad202,r3,04/05/2025 05:00,05/05/2025 02:00,04/05/2025 07:52
416,ad198,r61,08/05/2025 05:00,08/05/2025 12:00,08/05/2025 05:49
417,ad32,r53,04/05/2025 05:00,04/05/2025 15:00,04/05/2025 06:22
418,ad454,r84,01/05/2025 05:00,01/05/2025 23:00,01/05/2025 06:19
419,ad386,r59,09/05/2025 05:00,09/05/2025 22:00,09/05/2025 05:37
420,ad191,r71,04/05/2025 05:00,05/05/2025 00:00,04/05/2025 07:45
421,ad449,r65,04/05/2025 05:00,05/05/2025 05:00,04/05/2025 06:07
422,ad322,r12,11/05/2025 05:00,11/05/2025 19:00,11/05/2025 05:58
423,ad55,r88,10/05/2025 05:00,11/05/2025 04:00,10/05/2025 07:28
424,ad329,r100,01/05/2025 05:00,02/05/2025 02:00,01/05/2025 05:49
425,ad282,r53,10/05/2025 05:00,10/05/2025 14:00,10/05/2025 05:57
426,ad57,r6,03/05/2025 05:00,04/05/2025 04:00,03/05/2025 06:22
427,ad321,r62,09/05/2025 05:00,09/05/2025 09:00,09/05/2025 07:28
428,ad450,r62,09/05/2025 05:00,09/05/2025 15:00,09/05/2025 06:06
429,ad218,r33,03/05/2025 05:00,04/05/2025 01:00,03/05/2025 07:57
430,ad475,r47,11/05/2025 05:00,11/05/2025 18:00,11/05/2025 05:45
431,ad41,r71,01/05/2025 05:00,01/05/2025 12:00,01/05/2025 07:22
432,ad277,r67,01/05/2025 05:00,01/05/2025 20:00,01/05/2025 07:51
433,ad278,r8,01/05/2025 05:00,01/05/2025 18:00,01/05/2025 07:44
434,ad68,r55,10/05/2025 05:00,10/05/2025 20:00,10/05/2025 07:53
435,ad142,r64,02/05/2025 05:00,03/05/2025 06:00,02/05/2025 06:33
436,ad375,r60,08/05/2025 05:00,08/05/2025 13:00,08/05/2025 06:55
437,ad183,r12,03/05/2025 05:00,03/05/2025 12:00,03/05/2025 07:49
438,ad432,r100,10/05/2025 05:00,10/05/2025 10:00,10/05/2025 07:34
439,ad27,r41,07/05/2025 05:00,07/05/2025 09:00,07/05/2025 07:29
440,ad63,r61,04/05/2025 05:00,04/05/2025 22:00,04/05/2025 06:30
441,ad156,r10,07/05/2025 05:00,07/05/2025 09:00,07/05/2025 05:56
442,ad250,r85,09/05/2025 05:00,09/05/2025 18:00,09/05/2025 07:49
443,ad58,r65,06/05/2025 05:00,07/05/2025 11:00,06/05/2025 07:50
444,ad300,r25,05/05/2025 05:00,05/05/2025 10:00,05/05/2025 07:58
445,ad341,r42,05/05/2025 05:00,05/05/2025 21:00,05/05/2025 06:04
446,ad491,r95,02/05/2025 05:00,02/05/2025 14:00,02/05/2025 06:02
447,ad467,r14,01/05/2025 05:00,02/05/2025 00:00,01/05/2025 05:51
448,ad176,r51,07/05/2025 05:00,07/05/2025 11:00,07/05/2025 05:38
449,ad421,r57,03/05/2025 05:00,03/05/2025 21:00,03/05/2025 06:00
450,ad470,r33,01/05/2025 05:00,01/05/2025 21:00,01/05/2025 07:32
451,ad369,r9,04/05/2025 05:00,05/05/2025 01:00,04/05/2025 07:15
452,ad196,r47,04/05/2025 05:00,05/05/2025 10:00,04/05/2025 05:54
453,ad299,r22,01/05/2025 05:00,02/05/2025 02:00,01/05/2025 05:30
454,ad411,r85,01/05/2025 05:00,01/05/2025 18:00,01/05/2025 06:03
455,ad409,r28,09/05/2025 05:00,09/05/2025 19:00,09/05/2025 07:45
456,ad414,r80,10/05/2025 05:00,10/05/2025 14:00,10/05/2025 06:38
457,ad399,r41,04/05/2025 05:00,05/05/2025 06:00,04/05/2025 06:53
458,ad367,r46,10/05/2025 05:00,11/05/2025 10:00,10/05/2025 07:29
459,ad343,r77,08/05/2025 05:00,08/05/2025 16:00,08/05/2025 07:14
460,ad49,r24,01/05/2025 05:00,01/05/2025 19:00,01/05/2025 07:57
461,ad480,r21,07/05/2025 05:00,07/05/2025 14:00,07/05/2025 06:11
462,ad176,r34,04/05/2025 05:00,05/05/2025 03:00,04/05/2025 06:16
463,ad244,r85,10/05/2025 05:00,11/05/2025 01:00,10/05/2025 05:38
464,ad263,r38,04/05/2025 05:00,05/05/2025 05:00,04/05/2025 06:50
465,ad13,r14,07/05/2025 05:00,07/05/2025 18:00,07/05/2025 06:53
466,ad288,r12,06/05/2025 05:00,06/05/2025 11:00,06/05/2025 06:03
467,ad289,r50,05/05/2025 05:00,05/05/2025 11:00,05/05/2025 06:32
468,ad231,r11,04/05/2025 05:00,04/05/2025 16:00,04/05/2025 07:13
469,ad474,r11,08/05/2025 05:00,09/05/2025 04:00,08/05/2025 06:34
470,ad428,r48,05/05/2025 05:00,05/05/2025 11:00,05/05/2025 06:41
471,ad323,r34,05/05/2025 05:00,06/05/2025 05:00,05/05/2025 07:27
472,ad435,r19,07/05/2025 05:00,08/05/2025 11:00,07/05/2025 06:38
473,ad7,r42,04/05/2025 05:00,05/05/2025 05:00,04/05/2025 07:27
474,ad114,r86,05/05/2025 05:00,05/05/2025 18:00,05/05/2025 07:15
475,ad401,r85,09/05/2025 05:00,09/05/2025 13:00,09/05/2025 06:39
476,ad367,r96,09/05/2025 05:00,09/05/2025 14:00,09/05/2025 07:15
477,ad321,r11,09/05/2025 05:00,10/05/2025 09:00,09/05/2025 06:21
478,ad48,r27,11/05/2025 05:00,12/05/2025 07:00,11/05/2025 06:54
479,ad4,r9,05/05/2025 05:00,05/05/2025 10:00,05/05/2025 07:11
480,ad136,r31,05/05/2025 05:00,06/05/2025 02:00,05/05/2025 07:30
481,ad208,r51,05/05/2025 05:00,06/05/2025 03:00,05/05/2025 06:34
482,ad135,r55,06/05/2025 05:00,06/05/2025 09:00,06/05/2025 07:53
483,ad52,r48,03/05/2025 05:00,04/05/2025 01:00,03/05/2025 05:53
484,ad133,r84,06/05/2025 05:00,06/05/2025 11:00,06/05/2025 07:32
485,ad232,r11,04/05/2025 05:00,05/05/2025 07:00,04/05/2025 06:39
486,ad351,r41,01/05/2025 05:00,01/05/2025 16:00,01/05/2025 07:50
487,ad470,r12,03/05/2025 05:00,04/05/2025 06:00,03/05/2025 06:52
488,ad43,r32,06/05/2025 05:00,07/05/2025 04:00,06/05/2025 07:04
489,ad171,r4,07/05/2025 05:00,07/05/2025 14:00,07/05/2025 05:38
490,ad220,r33,04/05/2025 05:00,04/05/2025 09:00,04/05/2025 07:27
491,ad1,r100,06/05/2025 05:00,06/05/2025 13:00,06/05/2025 06:39
492,ad109,r58,03/05/2025 05:00,04/05/2025 01:00,03/05/2025 07:33
493,ad99,r75,08/05/2025 05:00,08/05/2025 23:00,08/05/2025 07:10
494,ad289,r47,08/05/2025 05:00,09/05/2025 03:00,08/05/2025 05:47
495,ad74,r62,04/05/2025 05:00,05/05/2025 06:00,04/05/2025 06:07
496,ad241,r96,09/05/2025 05:00,09/05/2025 14:00,09/05/2025 06:04
497,ad277,r15,11/05/2025 05:00,12/05/2025 06:00,11/05/2025 06:05
498,ad222,r22,09/05/2025 05:00,09/05/2025 14:00,09/05/2025 06:39
499,ad145,r22,10/05/2025 05:00,10/05/2025 17:00,10/05/2025 06:12
500,ad138,r93,11/05/2025 05:00,12/05/2025 02:00,11/05/2025 07:40
501,ad449,r48,09/05/2025 05:00,09/05/2025 09:00,09/05/2025 07:40
502,ad46,r5,07/05/2025 05:00,07/05/2025 12:00,07/05/2025 06:40
503,ad334,r54,03/05/2025 05:00,03/05/2025 16:00,03/05/2025 07:17
504,ad231,r40,02/05/2025 05:00,02/05/2025 14:00,02/05/2025 07:57
505,ad357,r66,07/05/2025 05:00,07/05/2025 12:00,07/05/2025 07:13
506,ad199,r49,02/05/2025 05:00,02/05/2025 19:00,02/05/2025 07:26
507,ad175,r42,09/05/2025 05:00,09/05/2025 12:00,09/05/2025 05:52
508,ad7,r45,03/05/2025 05:00,03/05/2025 19:00,03/05/2025 05:30
509,ad274,r33,10/05/2025 05:00,11/05/2025 09:00,10/05/2025 07:34
510,ad106,r100,07/05/2025 05:00,08/05/2025 08:00,07/05/2025 06:43
511,ad361,r69,08/05/2025 05:00,08/05/2025 15:00,08/05/2025 06:16
512,ad16,r98,11/05/2025 05:00,12/05/2025 05:00,11/05/2025 06:41
513,ad379,r53,05/05/2025 05:00,06/05/2025 03:00,05/05/2025 07:51
514,ad285,r84,02/05/2025 05:00,03/05/2025 11:00,02/05/2025 07:35
515,ad424,r7,04/05/2025 05:00,05/05/2025 01:00,04/05/2025 06:34
516,ad490,r81,02/05/2025 05:00,02/05/2025 18:00,02/05/2025 07:24
517,ad134,r95,05/05/2025 05:00,06/05/2025 06:00,05/05/2025 06:32
518,ad17,r89,02/05/2025 05:00,03/05/2025 10:00,02/05/2025 07:24
519,ad318,r33,11/05/2025 05:00,11/05/2025 16:00,11/05/2025 06:01
520,ad224,r69,04/05/2025 05:00,04/05/2025 23:00,04/05/2025 05:37
521,ad309,r56,11/05/2025 05:00,11/05/2025 21:00,11/05/2025 05:45
522,ad95,r35,07/05/2025 05:00,07/05/2025 18:00,07/05/2025 06:10
523,ad473,r82,01/05/2025 05:00,02/05/2025 00:00,01/05/2025 07:24
524,ad215,r55,02/05/2025 05:00,03/05/2025 06:00,02/05/2025 05:49
525,ad348,r30,08/05/2025 05:00,09/05/2025 01:00,08/05/2025 05:34
526,ad46,r97,11/05/2025 05:00,12/05/2025 05:00,11/05/2025 06:21
527,ad336,r1,02/05/2025 05:00,03/05/2025 08:00,02/05/2025 06:09
528,ad294,r17,05/05/2025 05:00,06/05/2025 08:00,05/05/2025 07:09
529,ad476,r41,08/05/2025 05:00,09/05/2025 00:00,08/05/2025 06:50
530,ad17,r77,03/05/2025 05:00,03/05/2025 15:00,03/05/2025 05:45
531,ad250,r45,08/05/2025 05:00,08/05/2025 14:00,08/05/2025 05:34
532,ad357,r75,07/05/2025 05:00,07/05/2025 18:00,07/05/2025 07:23
533,ad468,r37,05/05/2025 05:00,05/05/2025 22:00,05/05/2025 06:41
534,ad448,r51,03/05/2025 05:00,04/05/2025 06:00,03/05/2025 07:52
535,ad81,r57,01/05/2025 05:00,02/05/2025 06:00,01/05/2025 07:47
536,ad393,r40,08/05/2025 05:00,08/05/2025 10:00,08/05/2025 05:46
537,ad48,r72,04/05/2025 05:00,04/05/2025 12:00,04/05/2025 07:34
538,ad405,r86,05/05/2025 05:00,06/05/2025 09:00,05/05/2025 06:33
539,ad262,r4,05/05/2025 05:00,06/05/2025 08:00,05/05/2025 07:49
540,ad139,r99,09/05/2025 05:00,10/05/2025 04:00,09/05/2025 07:18
541,ad289,r15,07/05/2025 05:00,08/05/2025 08:00,07/05/2025 06:36
542,ad314,r65,08/05/2025 05:00,09/05/2025 00:00,08/05/2025 05:45
543,ad71,r8,07/05/2025 05:00,07/05/2025 16:00,07/05/2025 06:18
544,ad52,r57,09/05/2025 05:00,09/05/2025 09:00,09/05/2025 05:39
545,ad224,r23,04/05/2025 05:00,05/05/2025 01:00,04/05/2025 06:58
546,ad52,r3,04/05/2025 05:00,05/05/2025 11:00,04/05/2025 05:49
547,ad57,r17,04/05/2025 05:00,04/05/2025 20:00,04/05/2025 05:48
548,ad459,r15,10/05/2025 05:00,10/05/2025 22:00,10/05/2025 07:36
549,ad320,r88,08/05/2025 05:00,08/05/2025 17:00,08/05/2025 06:54
550,ad61,r20,08/05/2025 05:00,08/05/2025 13:00,08/05/2025 06:07
551,ad23,r33,06/05/2025 05:00,06/05/2025 23:00,06/05/2025 06:02
552,ad364,r60,06/05/2025 05:00,06/05/2025 12:00,06/05/2025 07:35
553,ad188,r30,07/05/2025 05:00,07/05/2025 12:00,07/05/2025 05:59
554,ad280,r94,11/05/2025 05:00,11/05/2025 21:00,11/05/2025 05:58
555,ad19,r18,01/05/2025 05:00,02/05/2025 05:00,01/05/2025 07:22
556,ad222,r93,04/05/2025 05:00,04/05/2025 20:00,04/05/2025 05:59
557,ad207,r81,07/05/2025 05:00,08/05/2025 00:00,07/05/2025 06:44
558,ad316,r9,01/05/2025 05:00,01/05/2025 16:00,01/05/2025 07:50
559,ad210,r47,10/05/2025 05:00,10/05/2025 12:00,10/05/2025 07:33
560,ad458,r82,10/05/2025 05:00,11/05/2025 11:00,10/05/2025 07:43
561,ad480,r46,11/05/2025 05:00,11/05/2025 18:00,11/05/2025 06:17
562,ad330,r3,01/05/2025 05:00,01/05/2025 14:00,01/05/2025 07:00
563,ad405,r52,11/05/2025 05:00,11/05/2025 19:00,11/05/2025 07:18
564,ad269,r67,07/05/2025 05:00,08/05/2025 03:00,07/05/2025 07:18
565,ad151,r26,08/05/2025 05:00,08/05/2025 12:00,08/05/2025 07:30
566,ad264,r84,11/05/2025 05:00,11/05/2025 11:00,11/05/2025 07:45
567,ad42,r34,04/05/2025 05:00,05/05/2025 00:00,04/05/2025 07:21
568,ad85,r78,06/05/2025 05:00,06/05/2025 09:00,06/05/2025 07:59
569,ad211,r45,02/05/2025 05:00,03/05/2025 04:00,02/05/2025 07:19
570,ad11,r35,10/05/2025 05:00,10/05/2025 23:00,10/05/2025 05:46
571,ad296,r100,08/05/2025 05:00,09/05/2025 09:00,08/05/2025 06:16
572,ad201,r12,08/05/2025 05:00,09/05/2025 01:00,08/05/2025 06:23
573,ad253,r90,07/05/2025 05:00,07/05/2025 13:00,07/05/2025 07:53
574,ad443,r10,10/05/2025 05:00,10/05/2025 17:00,10/05/2025 05:36
575,ad487,r50,09/05/2025 05:00,09/05/2025 16:00,09/05/2025 06:44
576,ad92,r15,01/05/2025 05:00,02/05/2025 07:00,01/05/2025 05:53
577,ad380,r11,04/05/2025 05:00,05/05/2025 11:00,04/05/2025 06:51
578,ad374,r56,01/05/2025 05:00,01/05/2025 12:00,01/05/2025 07:25
579,ad242,r41,11/05/2025 05:00,12/05/2025 10:00,11/05/2025 06:06
580,ad70,r45,09/05/2025 05:00,10/05/2025 01:00,09/05/2025 07:14
581,ad95,r86,06/05/2025 05:00,06/05/2025 21:00,06/05/2025 07:53
582,ad75,r77,02/05/2025 05:00,03/05/2025 01:00,02/05/2025 06:38
583,ad302,r9,08/05/2025 05:00,08/05/2025 22:00,08/05/2025 06:40
584,ad129,r34,03/05/2025 05:00,04/05/2025 03:00,03/05/2025 07:26
585,ad338,r41,06/05/2025 05:00,06/05/2025 19:00,06/05/2025 07:31
586,ad89,r100,11/05/2025 05:00,11/05/2025 19:00,11/05/2025 07:54
587,ad370,r26,10/05/2025 05:00,10/05/2025 23:00,10/05/2025 06:39
588,ad73,r45,04/05/2025 05:00,04/05/2025 14:00,04/05/2025 07:26
589,ad15,r21,06/05/2025 05:00,06/05/2025 16:00,06/05/2025 06:32
590,ad195,r6,03/05/2025 05:00,03/05/2025 21:00,03/05/2025 05:48
591,ad312,r37,09/05/2025 05:00,10/05/2025 10:00,09/05/2025 05:44
592,ad314,r88,07/05/2025 05:00,08/05/2025 00:00,07/05/2025 07:20
593,ad457,r85,03/05/2025 05:00,03/05/2025 15:00,03/05/2025 05:35
594,ad302,r86,05/05/2025 05:00,06/05/2025 10:00,05/05/2025 06:40
595,ad351,r30,02/05/2025 05:00,02/05/2025 12:00,02/05/2025 05:43
596,ad370,r53,01/05/2025 05:00,01/05/2025 21:00,01/05/2025 07:53
597,ad140,r92,08/05/2025 05:00,08/05/2025 11:00,08/05/2025 05:32
598,ad211,r68,03/05/2025 05:00,03/05/2025 10:00,03/05/2025 05:39
599,ad8,r13,09/05/2025 05:00,10/05/2025 04:00,09/05/2025 06:39
600,ad416,r8,11/05/2025 05:00,11/05/2025 20:00,11/05/2025 07:11
601,ad43,r89,09/05/2025 05:00,10/05/2025 04:00,09/05/2025 05:42
602,ad458,r1,07/05/2025 05:00,07/05/2025 22:00,07/05/2025 07:51
603,ad52,r16,02/05/2025 05:00,03/05/2025 09:00,02/05/2025 07:29
604,ad4,r97,06/05/2025 05:00,07/05/2025 04:00,06/05/2025 06:45
605,ad79,r10,09/05/2025 05:00,09/05/2025 22:00,09/05/2025 07:12
606,ad292,r40,01/05/2025 05:00,01/05/2025 22:00,01/05/2025 07:24
607,ad49,r1,10/05/2025 05:00,10/05/2025 22:00,10/05/2025 05:34
608,ad495,r78,09/05/2025 05:00,09/05/2025 10:00,09/05/2025 05:56
609,ad57,r19,06/05/2025 05:00,06/05/2025 21:00,06/05/2025 05:46
610,ad187,r1,02/05/2025 05:00,02/05/2025 09:00,02/05/2025 06:06
611,ad188,r56,05/05/2025 05:00,05/05/2025 09:00,05/05/2025 07:30
612,ad64,r13,09/05/2025 05:00,09/05/2025 22:00,09/05/2025 06:56
613,ad142,r84,10/05/2025 05:00,11/05/2025 10:00,10/05/2025 07:43
614,ad201,r98,01/05/2025 05:00,02/05/2025 07:00,01/05/2025 06:56
615,ad478,r64,05/05/2025 05:00,05/05/2025 15:00,05/05/2025 06:49
616,ad423,r76,02/05/2025 05:00,02/05/2025 19:00,02/05/2025 05:53
617,ad41,r67,11/05/2025 05:00,11/05/2025 20:00,11/05/2025 07:13
618,ad304,r49,01/05/2025 05:00,01/05/2025 22:00,01/05/2025 06:11
619,ad239,r72,04/05/2025 05:00,04/05/2025 21:00,04/05/2025 07:58
620,ad169,r41,01/05/2025 05:00,01/05/2025 09:00,01/05/2025 06:30
621,ad411,r78,03/05/2025 05:00,04/05/2025 09:00,03/05/2025 07:35
622,ad340,r74,03/05/2025 05:00,04/05/2025 03:00,03/05/2025 07:10
623,ad283,r39,11/05/2025 05:00,12/05/2025 07:00,11/05/2025 06:38
624,ad86,r9,09/05/2025 05:00,10/05/2025 05:00,09/05/2025 06:33
625,ad327,r80,06/05/2025 05:00,06/05/2025 19:00,06/05/2025 07:46
626,ad444,r20,09/05/2025 05:00,09/05/2025 10:00,09/05/2025 06:21
627,ad169,r16,01/05/2025 05:00,01/05/2025 15:00,01/05/2025 07:21
628,ad37,r99,06/05/2025 05:00,06/05/2025 14:00,06/05/2025 07:02
629,ad314,r63,04/05/2025 05:00,04/05/2025 21:00,04/05/2025 05:32
630,ad70,r78,07/05/2025 05:00,08/05/2025 04:00,07/05/2025 05:42
631,ad458,r28,01/05/2025 05:00,02/05/2025 00:00,01/05/2025 06:32
632,ad358,r37,03/05/2025 05:00,03/05/2025 23:00,03/05/2025 07:28
633,ad5,r88,01/05/2025 05:00,02/05/2025 04:00,01/05/2025 05:37
634,ad20,r22,08/05/2025 05:00,08/05/2025 09:00,08/05/2025 06:39
635,ad305,r20,04/05/2025 05:00,04/05/2025 18:00,04/05/2025 05:55
636,ad376,r16,08/05/2025 05:00,08/05/2025 20:00,08/05/2025 06:33
637,ad258,r62,11/05/2025 05:00,12/05/2025 09:00,11/05/2025 06:21
638,ad123,r56,10/05/2025 05:00,10/05/2025 16:00,10/05/2025 06:22
639,ad39,r7,01/05/2025 05:00,01/05/2025 18:00,01/05/2025 07:32
640,ad131,r75,03/05/2025 05:00,03/05/2025 19:00,03/05/2025 05:53
641,ad133,r34,10/05/2025 05:00,10/05/2025 20:00,10/05/2025 06:51
642,ad204,r62,06/05/2025 05:00,06/05/2025 23:00,06/05/2025 07:51
643,ad221,r65,01/05/2025 05:00,01/05/2025 18:00,01/05/2025 06:49
644,ad261,r48,10/05/2025 05:00,10/05/2025 15:00,10/05/2025 05:30
645,ad334,r72,02/05/2025 05:00,03/05/2025 07:00,02/05/2025 05:34
646,ad93,r93,06/05/2025 05:00,06/05/2025 15:00,06/05/2025 07:06
647,ad481,r61,01/05/2025 05:00,01/05/2025 14:00,01/05/2025 07:10
648,ad461,r52,01/05/2025 05:00,02/05/2025 05:00,01/05/2025 06:14
649,ad132,r16,10/05/2025 05:00,10/05/2025 12:00,10/05/2025 07:24
650,ad458,r38,10/05/2025 05:00,10/05/2025 17:00,10/05/2025 06:55
651,ad47,r94,01/05/2025 05:00,01/05/2025 16:00,01/05/2025 05:48
652,ad323,r82,03/05/2025 05:00,03/05/2025 23:00,03/05/2025 06:47
653,ad59,r78,02/05/2025 05:00,02/05/2025 22:00,02/05/2025 06:29
654,ad462,r12,04/05/2025 05:00,04/05/2025 17:00,04/05/2025 05:47
655,ad107,r42,06/05/2025 05:00,06/05/2025 17:00,06/05/2025 07:37
656,ad303,r76,01/05/2025 05:00,01/05/2025 15:00,01/05/2025 07:34
657,ad32,r32,05/05/2025 05:00,05/05/2025 15:00,05/05/2025 07:38
658,ad404,r64,04/05/2025 05:00,05/05/2025 00:00,04/05/2025 06:54
659,ad168,r24,07/05/2025 05:00,08/05/2025 05:00,07/05/2025 06:44
660,ad430,r79,02/05/2025 05:00,02/05/2025 20:00,02/05/2025 06:07
661,ad369,r87,11/05/2025 05:00,11/05/2025 15:00,11/05/2025 05:38
662,ad213,r73,06/05/2025 05:00,07/05/2025 01:00,06/05/2025 06:33
663,ad442,r80,04/05/2025 05:00,04/05/2025 15:00,04/05/2025 07:38
