Address_ID,Address,Number,Neighborhood,City,Latitude,Longitude,PostalCode
ad310,Rua Paraíso,5571,Centro,Curitiba,-25.434856,-49.229452,75955970
ad311,Travessa Horizonte,234,Ipanema,Curitiba,-25.423025,-49.258151,09450526
ad312,Estrada Ipês,4222,Liberdade,São Paulo,-23.505049,-46.595934,80609838
ad313,Av. Margaridas,9747,Mooca,Salvador,-13.015648,-38.508362,72389343
ad314,Av. Orquídeas,7709,Guaianases,Rio de Janeiro,-22.917403,-43.191642,10996066
ad315,Av. Primaveras,4145,Liberdade,Rio de Janeiro,-22.902619,-43.143854,35456448
ad316,Rua Primaveras,471,Mooca,Rio de Janeiro,-22.886903,-43.167269,84308271
ad317,Rua Paineiras,247,Bela Vista,Fortaleza,-3.749812,-38.520438,66798783
ad318,Estrada Paineiras,550,Centro,Recife,-8.058404,-34.890656,19120479
ad319,Rua Margaridas,9579,Vila Madalena,Porto Alegre,-29.99263,-51.2053,96819418
ad320,Travessa Palmeiras,8857,Copacabana,Recife,-8.011407,-34.852106,51583760
ad321,Rua Acácias,7375,Ipanema,Campinas,-22.882082,-47.022932,34920248
ad322,Av. Paraíso,1932,Ipanema,Campinas,-22.872206,-47.091832,74244008
ad323,Estrada Cedros,3424,Ipanema,Fortaleza,-3.745227,-38.519479,90973231
ad324,Rua Oliveiras,7975,Liberdade,Porto Alegre,-30.03036,-51.167673,72596161
ad325,Rua Jardins,9433,Mooca,Rio de Janeiro,-22.94911,-43.159428,04294265
ad326,Estrada Palmeiras,4553,Bela Vista,São Paulo,-23.528509,-46.677148,56686688
ad327,Av. Flores,2351,Mooca,Campinas,-22.865137,-47.086113,18876526
ad328,Rua Oliveiras,1088,Centro,Belo Horizonte,-19.904413,-43.922531,21719868
ad329,Estrada Flores,5902,Centro,Curitiba,-25.440555,-49.250195,95891379
ad330,Av. Paineiras,2632,Liberdade,São Paulo,-23.599413,-46.60029,12274525
ad331,Travessa Palmeiras,7745,Ipanema,Campinas,-22.881671,-47.012634,22079296
ad332,Av. Horizonte,3606,Copacabana,São Paulo,-23.545832,-46.63393,58624937
ad333,Rua Margaridas,2924,Ipanema,Porto Alegre,-30.043806,-51.239597,86970252
ad334,Rua Lavandas,4808,Liberdade,Campinas,-22.921925,-47.059295,67157191
ad335,Av. Jardins,9226,Guaianases,Rio de Janeiro,-22.881996,-43.171968,30953893
ad336,Estrada Primaveras,7853,Ipanema,Salvador,-12.934074,-38.519977,44897797
ad337,Av. Oliveiras,1263,Guaianases,Campinas,-22.907531,-47.108231,92958504
ad338,Av. Alecrins,2305,Mooca,Belo Horizonte,-19.942765,-43.888282,93700708
ad339,Estrada Paraíso,7665,Vila Madalena,Salvador,-12.938221,-38.491067,49351689
ad340,Av. Flores,3246,Ipanema,Campinas,-22.918764,-47.095773,24540284
ad341,Estrada Flores,2826,Guaianases,São Paulo,-23.59153,-46.643596,85776668
ad342,Travessa Jardins,4072,Copacabana,Goiânia,-16.636919,-49.215563,22146600
ad343,Av. Orquídeas,1303,Copacabana,São Paulo,-23.567238,-46.655383,04761729
ad344,Estrada Limoeiros,3614,Liberdade,Curitiba,-25.463361,-49.233668,48614512
ad345,Travessa Lavandas,1020,Bela Vista,Porto Alegre,-29.995252,-51.258829,47081664
ad346,Estrada Lavandas,7715,Guaianases,Goiânia,-16.681874,-49.263092,84425664
ad347,Av. Paraíso,2881,Vila Madalena,Recife,-8.032045,-34.859793,25075896
ad348,Rua Flores,8166,Vila Madalena,São Paulo,-23.542559,-46.62745,21273071
ad349,Rua Primaveras,3579,Jardim América,São Paulo,-23.577695,-46.680862,20549800
ad350,Av. Primaveras,5948,Bela Vista,Porto Alegre,-30.024769,-51.231461,61781605
ad351,Av. Ipês,6758,Ipanema,Rio de Janeiro,-22.925667,-43.214901,47485569
ad352,Estrada Alecrins,1678,Guaianases,Rio de Janeiro,-22.919537,-43.151207,60054253
ad353,Estrada Paineiras,6416,Centro,Fortaleza,-3.753402,-38.49559,18270012
ad354,Av. Paraíso,800,Bela Vista,Campinas,-22.930942,-47.065913,09335163
ad355,Av. Horizonte,517,Guaianases,Belo Horizonte,-19.913156,-43.944827,57023989
ad356,Travessa Alecrins,1772,Liberdade,Curitiba,-25.420363,-49.22389,60974967
ad357,Travessa Primaveras,7136,Guaianases,São Paulo,-23.505139,-46.64289,80441680
ad358,Rua Primaveras,6954,Guaianases,Salvador,-12.969008,-38.526291,69157438
ad359,Av. Acácias,5914,Ipanema,Recife,-8.018395,-34.887682,22214030
ad360,Estrada Palmeiras,5421,Liberdade,Recife,-8.049499,-34.86004,07016370
ad361,Av. Flores,1239,Bela Vista,Salvador,-12.980019,-38.479365,34238422
ad362,Travessa Paraíso,3500,Jardim América,Porto Alegre,-30.069133,-51.225495,43735175
ad363,Estrada Ipês,9477,Ipanema,Porto Alegre,-29.987778,-51.241861,47570824
ad364,Travessa Horizonte,6864,Jardim América,Rio de Janeiro,-22.90909,-43.144909,51135885
ad365,Av. Ipês,2621,Bela Vista,Rio de Janeiro,-22.951651,-43.136152,21531030
ad366,Travessa Oliveiras,9302,Vila Madalena,Campinas,-22.896298,-47.078553,67099778
ad367,Estrada Paineiras,4159,Mooca,Goiânia,-16.650123,-49.259451,95166911
ad368,Av. Cedros,1507,Vila Madalena,Porto Alegre,-30.047221,-51.174489,19860904
ad369,Estrada Flores,853,Centro,Belo Horizonte,-19.911698,-43.925255,27082485
ad370,Travessa Acácias,2241,Jardim América,Goiânia,-16.702328,-49.263871,42122428
ad371,Av. Ipês,5506,Centro,Curitiba,-25.416225,-49.293599,60787914
ad372,Rua Primaveras,7234,Mooca,Salvador,-12.957759,-38.495556,46848024
ad373,Rua Jardins,4563,Copacabana,Curitiba,-25.447813,-49.278564,30378092
ad374,Av. Oliveiras,2514,Centro,Recife,-8.046692,-34.832725,66858749
ad375,Travessa Ipês,582,Vila Madalena,Campinas,-22.891768,-47.108877,97439810
ad376,Rua Oliveiras,9418,Boa Viagem,Salvador,-12.992694,-38.537918,17998497
ad377,Rua Horizonte,9503,Mooca,Porto Alegre,-30.033676,-51.225469,77885623
ad378,Estrada Oliveiras,6598,Liberdade,Campinas,-22.855772,-47.039424,18781269
ad379,Travessa Orquídeas,7396,Ipanema,Fortaleza,-3.765259,-38.557851,72374775
ad380,Travessa Horizonte,4276,Mooca,Porto Alegre,-30.001986,-51.244603,54549594
ad381,Estrada Lavandas,1329,Mooca,Salvador,-12.999907,-38.516539,82417537
ad382,Estrada Ipês,9857,Copacabana,Porto Alegre,-30.044658,-51.237953,82163446
ad383,Travessa Primaveras,1516,Bela Vista,Porto Alegre,-29.999289,-51.17715,97858716
ad384,Av. Paraíso,124,Centro,Goiânia,-16.655271,-49.268873,03672122
ad385,Travessa Palmeiras,6041,Liberdade,Fortaleza,-3.756266,-38.495094,82486806
ad386,Av. Cedros,6908,Mooca,Fortaleza,-3.74963,-38.525796,08760129
ad387,Av. Lavandas,7465,Mooca,Goiânia,-16.710952,-49.234293,16072564
ad388,Estrada Palmeiras,8810,Bela Vista,Recife,-8.021601,-34.906015,53727632
ad389,Av. Horizonte,4003,Guaianases,Fortaleza,-3.774791,-38.489162,05378837
ad390,Travessa Cedros,1977,Vila Madalena,Salvador,-12.98963,-38.485578,82708131
ad391,Travessa Horizonte,8465,Centro,Goiânia,-16.725423,-49.255609,01825897
ad392,Av. Cedros,5003,Jardim América,São Paulo,-23.591709,-46.59214,55564972
ad393,Estrada Limoeiros,8578,Copacabana,Campinas,-22.931253,-47.090334,98640306
ad394,Estrada Lavandas,3109,Centro,Rio de Janeiro,-22.876935,-43.214909,55296415
ad395,Av. Palmeiras,7140,Bela Vista,Salvador,-13.008714,-38.498604,09642331
ad396,Estrada Limoeiros,2648,Guaianases,Rio de Janeiro,-22.905146,-43.186388,73790572
ad397,Travessa Ipês,6997,Copacabana,Goiânia,-16.721437,-49.26515,22067626
ad398,Rua Primaveras,3699,Guaianases,São Paulo,-23.5909,-46.676732,73247928
ad399,Rua Paineiras,1960,Copacabana,Fortaleza,-3.739092,-38.517808,06373330
ad400,Travessa Orquídeas,6164,Boa Viagem,Curitiba,-25.447405,-49.314689,20975150
ad401,Estrada Lavandas,1521,Ipanema,Campinas,-22.923955,-47.062866,26075128
ad402,Travessa Flores,3060,Bela Vista,Belo Horizonte,-19.868221,-43.923421,83992123
ad403,Rua Orquídeas,305,Liberdade,Goiânia,-16.679381,-49.26287,61555683
ad404,Av. Paraíso,2918,Liberdade,Curitiba,-25.402036,-49.23074,07226935
ad405,Rua Limoeiros,6270,Mooca,Rio de Janeiro,-22.95248,-43.211374,97894467
ad406,Rua Flores,4857,Vila Madalena,Belo Horizonte,-19.874393,-43.89264,70862154
ad407,Av. Acácias,1472,Centro,Goiânia,-16.68999,-49.274355,06142352
ad408,Av. Paineiras,4109,Boa Viagem,Salvador,-12.981286,-38.474447,50359701
ad409,Travessa Ipês,4156,Bela Vista,Recife,-8.00645,-34.877438,08583993
ad410,Estrada Orquídeas,2783,Bela Vista,São Paulo,-23.525582,-46.599076,41639018
ad411,Estrada Alecrins,3113,Guaianases,Curitiba,-25.475985,-49.281088,00256225
ad412,Estrada Paineiras,8731,Boa Viagem,Goiânia,-16.680621,-49.22123,15018328
ad413,Rua Oliveiras,4449,Copacabana,Salvador,-12.993583,-38.485399,47232555
ad414,Rua Acácias,1620,Vila Madalena,Curitiba,-25.463006,-49.316242,27230631
ad415,Av. Lavandas,8167,Jardim América,Campinas,-22.876095,-47.084354,57843436
ad416,Av. Horizonte,8064,Ipanema,Fortaleza,-3.724259,-38.476868,75638805
ad417,Travessa Paineiras,565,Liberdade,Campinas,-22.875716,-47.071737,73918432
ad418,Rua Lavandas,3853,Ipanema,Goiânia,-16.671325,-49.235328,01622967
ad419,Av. Alecrins,136,Mooca,Porto Alegre,-30.031255,-51.264832,54361753
ad420,Rua Alecrins,8154,Centro,Goiânia,-16.73511,-49.260037,59677829
ad421,Estrada Alecrins,3410,Ipanema,Campinas,-22.895196,-47.012621,39811518
ad422,Rua Cedros,1724,Ipanema,Belo Horizonte,-19.959594,-43.983724,22391500
ad423,Estrada Oliveiras,8137,Bela Vista,São Paulo,-23.502513,-46.668411,03203256
ad424,Rua Palmeiras,7236,Vila Madalena,Rio de Janeiro,-22.882006,-43.197942,46389146
ad425,Estrada Ipês,1493,Copacabana,Campinas,-22.930309,-47.108688,12705240
ad426,Travessa Paraíso,2600,Vila Madalena,Fortaleza,-3.750683,-38.522901,91141817
ad427,Av. Limoeiros,2129,Centro,Recife,-8.078161,-34.893674,30506292
ad428,Av. Ipês,6062,Ipanema,Campinas,-22.933394,-47.085556,06144670
ad429,Travessa Horizonte,3063,Liberdade,Curitiba,-25.424873,-49.316378,00565749
ad430,Av. Limoeiros,6147,Guaianases,Fortaleza,-3.725047,-38.542325,83721795
ad431,Estrada Alecrins,7563,Liberdade,Salvador,-12.984683,-38.505001,21310217
ad432,Av. Paineiras,9728,Bela Vista,Salvador,-12.94199,-38.498392,34063346
ad433,Rua Horizonte,9368,Boa Viagem,Salvador,-12.965907,-38.499502,90720801
ad434,Travessa Horizonte,3237,Bela Vista,Goiânia,-16.642702,-49.294042,67914005
ad435,Travessa Jardins,8205,Copacabana,Goiânia,-16.662443,-49.251574,97371970
ad436,Av. Paineiras,7776,Vila Madalena,São Paulo,-23.524345,-46.617078,99578400
ad437,Travessa Alecrins,8660,Mooca,Curitiba,-25.408129,-49.260366,22211442
ad438,Estrada Lavandas,4465,Bela Vista,Campinas,-22.869188,-47.110747,92046535
ad439,Estrada Jardins,6909,Ipanema,Fortaleza,-3.756477,-38.558536,59834336
ad440,Estrada Ipês,7756,Guaianases,São Paulo,-23.587176,-46.618236,62229199
ad441,Estrada Oliveiras,7921,Liberdade,Campinas,-22.882132,-47.102807,04979143
ad442,Rua Alecrins,869,Boa Viagem,Fortaleza,-3.697952,-38.510748,93262492
ad443,Travessa Ipês,4005,Liberdade,Campinas,-22.905452,-47.028634,23099561
ad444,Travessa Ipês,3578,Jardim América,Campinas,-22.90483,-47.06974,78533597
ad445,Travessa Ipês,7198,Copacabana,Rio de Janeiro,-22.868529,-43.204317,82868388
ad446,Estrada Flores,2773,Jardim América,Salvador,-12.929899,-38.531593,49849200
ad447,Travessa Margaridas,7835,Ipanema,Curitiba,-25.445943,-49.30239,35758842
ad448,Travessa Jardins,7212,Guaianases,Porto Alegre,-30.03417,-51.234975,84365189
ad449,Estrada Palmeiras,8888,Jardim América,São Paulo,-23.506131,-46.671502,35266085
ad450,Travessa Paineiras,9076,Guaianases,Rio de Janeiro,-22.928897,-43.176079,54356102
ad451,Estrada Limoeiros,1935,Bela Vista,Campinas,-22.91213,-47.016504,28883718
ad452,Av. Lavandas,6207,Ipanema,Rio de Janeiro,-22.929992,-43.195962,58212724
ad453,Travessa Horizonte,6386,Bela Vista,Fortaleza,-3.709477,-38.557287,76896645
ad454,Rua Alecrins,4644,Jardim América,São Paulo,-23.565709,-46.58469,03129057
ad455,Estrada Orquídeas,911,Boa Viagem,Fortaleza,-3.748912,-38.576294,06152540
ad456,Av. Ipês,1103,Bela Vista,Belo Horizonte,-19.929524,-43.910458,10501349
ad457,Estrada Limoeiros,6972,Mooca,Salvador,-12.948249,-38.463822,27340909
ad458,Estrada Margaridas,1224,Liberdade,Goiânia,-16.662366,-49.28409,72775560
ad459,Travessa Orquídeas,2745,Ipanema,Curitiba,-25.464727,-49.243847,02766793
ad460,Travessa Acácias,8257,Copacabana,Salvador,-12.974638,-38.530551,96695796
ad461,Estrada Palmeiras,4316,Liberdade,Goiânia,-16.672549,-49.240483,59532281
ad462,Estrada Margaridas,9475,Jardim América,Recife,-8.049067,-34.920677,68646236
ad463,Travessa Acácias,8306,Guaianases,Curitiba,-25.463276,-49.237568,86374596
ad464,Estrada Primaveras,8725,Mooca,São Paulo,-23.55359,-46.597389,79947973
ad465,Estrada Palmeiras,1570,Mooca,Fortaleza,-3.716553,-38.563652,95018259
ad466,Travessa Jardins,1289,Bela Vista,Salvador,-12.985292,-38.533445,27585135
ad467,Estrada Paraíso,4267,Ipanema,Recife,-8.038143,-34.893334,82246444
ad468,Travessa Margaridas,6120,Guaianases,Goiânia,-16.695266,-49.24701,17072132
ad469,Rua Horizonte,9863,Jardim América,Goiânia,-16.65938,-49.235569,72500677
ad470,Av. Jardins,3984,Boa Viagem,Curitiba,-25.396395,-49.264264,34331142
ad471,Travessa Paraíso,3074,Vila Madalena,Rio de Janeiro,-22.867766,-43.20405,24116754
ad472,Av. Margaridas,6266,Liberdade,São Paulo,-23.594328,-46.67311,91025982
ad473,Av. Limoeiros,2997,Vila Madalena,Campinas,-22.910758,-47.02751,46967375
ad474,Travessa Jardins,2267,Vila Madalena,Goiânia,-16.729109,-49.308402,41453142
ad475,Rua Limoeiros,7518,Bela Vista,Porto Alegre,-30.020138,-51.183296,51250181
ad476,Estrada Ipês,7670,Vila Madalena,Goiânia,-16.697655,-49.301191,28506790
ad477,Estrada Primaveras,7494,Centro,Belo Horizonte,-19.94618,-43.9242,55128020
ad478,Travessa Paraíso,7425,Copacabana,Salvador,-12.990531,-38.535606,97114294
ad479,Estrada Flores,4306,Bela Vista,Fortaleza,-3.755294,-38.566606,57345035
ad480,Travessa Lavandas,5819,Boa Viagem,Goiânia,-16.682452,-49.261786,15654306
ad481,Travessa Oliveiras,3974,Ipanema,Fortaleza,-3.691413,-38.517118,31437633
ad482,Travessa Limoeiros,5769,Mooca,Rio de Janeiro,-22.907497,-43.12298,81726846
ad483,Rua Limoeiros,8844,Centro,Fortaleza,-3.700476,-38.504553,98042761
ad484,Travessa Horizonte,4070,Boa Viagem,Porto Alegre,-30.054906,-51.195639,78955132
ad485,Av. Paineiras,5216,Copacabana,São Paulo,-23.591209,-46.661187,03266145
ad486,Travessa Primaveras,7298,Guaianases,São Paulo,-23.532981,-46.64874,16197696
ad487,Travessa Paineiras,910,Centro,Goiânia,-16.681298,-49.266681,01599443
ad488,Estrada Primaveras,2538,Bela Vista,Rio de Janeiro,-22.902588,-43.130237,42392126
ad489,Estrada Alecrins,9439,Guaianases,Rio de Janeiro,-22.930006,-43.173467,67340251
ad490,Travessa Palmeiras,2936,Copacabana,Goiânia,-16.676222,-49.282007,21016886
ad491,Rua Jardins,518,Copacabana,Rio de Janeiro,-22.904233,-43.164686,82795236
ad492,Rua Margaridas,2808,Boa Viagem,Recife,-8.037361,-34.869528,59097975
ad493,Travessa Limoeiros,3641,Guaianases,Curitiba,-25.397498,-49.294997,32801800
ad494,Rua Margaridas,6531,Guaianases,São Paulo,-23.589661,-46.605012,28290077
ad495,Estrada Limoeiros,5799,Vila Madalena,Rio de Janeiro,-22.889886,-43.21836,16020407
ad496,Rua Limoeiros,8572,Liberdade,Goiânia,-16.709267,-49.301352,91262591
ad497,Av. Paraíso,3262,Guaianases,Belo Horizonte,-19.899022,-43.904153,97889290
ad498,Av. Paraíso,6255,Copacabana,Fortaleza,-3.713725,-38.56571,78858770
ad499,Av. Palmeiras,209,Ipanema,Campinas,-22.944207,-47.05561,46000228
ad500,Rua Paraíso,726,Ipanema,Fortaleza,-3.759177,-38.549719,31442721
ad501,Estrada Limoeiros,5768,Centro,Salvador,-12.988385,-38.468027,92930636
ad502,Av. Paineiras,8295,Bela Vista,Belo Horizonte,-19.887782,-43.92421,52313733
ad503,Av. Oliveiras,3639,Copacabana,Belo Horizonte,-19.881026,-43.936585,44357684
ad504,Rua Alecrins,4297,Copacabana,Belo Horizonte,-19.96515,-43.943042,49899829
ad505,Rua Orquídeas,9139,Copacabana,Porto Alegre,-30.026921,-51.169611,28832953
ad506,Av. Ipês,2864,Boa Viagem,Porto Alegre,-30.059431,-51.181705,45185578
ad507,Av. Paineiras,7165,Boa Viagem,Campinas,-22.865379,-47.04141,23423790
ad508,Travessa Paraíso,85,Mooca,Campinas,-22.903489,-47.076657,12642543
ad509,Rua Lavandas,5022,Vila Madalena,Porto Alegre,-30.068139,-51.191502,29803136
ad510,Estrada Paraíso,7062,Centro,Salvador,-13.001122,-38.477703,62192634
ad511,Travessa Margaridas,3751,Centro,Recife,-8.060108,-34.92196,96422336
ad512,Av. Acácias,7527,Jardim América,Salvador,-12.935086,-38.475483,14680801
ad513,Rua Palmeiras,2778,Centro,Fortaleza,-3.700988,-38.558955,48496526
ad514,Av. Acácias,5243,Ipanema,Curitiba,-25.460959,-49.285921,55944730
ad515,Rua Jardins,7780,Mooca,São Paulo,-23.511618,-46.608904,37873498
ad516,Rua Orquídeas,5376,Vila Madalena,Recife,-8.017028,-34.926132,84401259
ad517,Travessa Cedros,4148,Liberdade,Recife,-8.057029,-34.827656,74213206
ad518,Av. Paraíso,9923,Jardim América,Salvador,-12.929263,-38.488264,45881439
ad519,Av. Primaveras,9633,Copacabana,Curitiba,-25.413285,-49.241409,28788124
ad520,Estrada Oliveiras,2936,Vila Madalena,Goiânia,-16.728513,-49.254684,05181914
ad521,Estrada Oliveiras,2034,Bela Vista,Belo Horizonte,-19.905132,-43.981656,75432683
ad522,Estrada Acácias,8836,Jardim América,Porto Alegre,-30.076058,-51.244966,54199100
ad523,Travessa Acácias,5253,Vila Madalena,Rio de Janeiro,-22.925752,-43.138519,91431398
ad524,Av. Limoeiros,6044,Bela Vista,Curitiba,-25.429601,-49.257965,27720450
ad525,Rua Acácias,9727,Ipanema,Rio de Janeiro,-22.869266,-43.210057,12828183
ad526,Av. Orquídeas,5143,Vila Madalena,Goiânia,-16.71056,-49.226871,97562464
ad527,Av. Cedros,6389,Guaianases,Recife,-8.056449,-34.883269,30689196
ad528,Estrada Limoeiros,8281,Guaianases,Fortaleza,-3.777454,-38.529035,62688996
ad529,Rua Orquídeas,9779,Boa Viagem,Campinas,-22.905785,-47.0393,16847154
ad530,Av. Paraíso,6869,Guaianases,Curitiba,-25.39465,-49.221049,67690342
ad531,Travessa Limoeiros,9017,Guaianases,São Paulo,-23.563715,-46.636035,48599511
ad532,Av. Orquídeas,5192,Liberdade,Fortaleza,-3.711159,-38.52318,01513154
ad533,Travessa Palmeiras,1395,Ipanema,Goiânia,-16.683632,-49.220705,78202614
ad534,Av. Flores,8961,Liberdade,Rio de Janeiro,-22.863677,-43.204546,87005057
ad535,Av. Ipês,3338,Guaianases,Recife,-8.077966,-34.897914,99768972
ad536,Estrada Palmeiras,4201,Guaianases,Goiânia,-16.713329,-49.256762,33337195
ad537,Travessa Orquídeas,2340,Jardim América,Salvador,-12.956917,-38.505629,86297351
ad538,Av. Jardins,1190,Mooca,Belo Horizonte,-19.942908,-43.979737,24267254
ad539,Estrada Primaveras,5369,Guaianases,Rio de Janeiro,-22.912172,-43.173607,03895729
ad540,Av. Alecrins,6814,Centro,Belo Horizonte,-19.902369,-43.913141,78343343
ad541,Av. Primaveras,1314,Liberdade,Recife,-8.053941,-34.846776,58848392
ad542,Av. Primaveras,9854,Boa Viagem,Fortaleza,-3.691516,-38.543352,46946744
ad543,Estrada Palmeiras,6927,Guaianases,Goiânia,-16.666522,-49.239383,53428849
ad544,Av. Primaveras,541,Centro,São Paulo,-23.553517,-46.617032,22127815
ad545,Travessa Flores,694,Jardim América,Salvador,-12.962842,-38.512334,88097563
ad546,Av. Paineiras,4209,Guaianases,Rio de Janeiro,-22.950152,-43.211054,61952704
ad547,Travessa Alecrins,2566,Boa Viagem,Porto Alegre,-30.02256,-51.26583,23689011
ad548,Estrada Horizonte,4898,Mooca,Salvador,-13.017851,-38.462365,62021610
ad549,Rua Acácias,7356,Liberdade,Salvador,-12.98685,-38.526929,40172532
ad550,Estrada Ipês,2911,Boa Viagem,Fortaleza,-3.778967,-38.502069,24364234
ad551,Travessa Alecrins,9454,Vila Madalena,Recife,-8.066243,-34.868306,79302728
ad552,Av. Margaridas,1254,Vila Madalena,Curitiba,-25.47812,-49.296164,26375068
ad553,Estrada Cedros,9316,Liberdade,São Paulo,-23.585748,-46.668306,26177836
ad554,Estrada Cedros,5477,Copacabana,Belo Horizonte,-19.922456,-43.956694,19092846
ad555,Estrada Paraíso,4607,Liberdade,Salvador,-12.982575,-38.469934,43616586
ad556,Rua Limoeiros,3302,Jardim América,Belo Horizonte,-19.955388,-43.885635,29278032
ad557,Rua Alecrins,6452,Bela Vista,Belo Horizonte,-19.902148,-43.948465,16650863
ad558,Travessa Palmeiras,2259,Mooca,Campinas,-22.941758,-47.014355,45117417
ad559,Av. Alecrins,5996,Jardim América,Porto Alegre,-30.068814,-51.213251,29705692
ad560,Av. Paineiras,9071,Mooca,Fortaleza,-3.715814,-38.525435,81347750
ad561,Estrada Oliveiras,9813,Vila Madalena,Campinas,-22.920012,-47.022345,30482584
ad562,Rua Lavandas,9216,Bela Vista,Curitiba,-25.430988,-49.277111,58072279
ad563,Av. Paineiras,9059,Vila Madalena,Curitiba,-25.455641,-49.296708,55429517
ad564,Estrada Margaridas,9270,Guaianases,Fortaleza,-3.687198,-38.529417,85831037
ad565,Estrada Oliveiras,7342,Bela Vista,Recife,-8.035603,-34.895754,81340653
ad566,Rua Limoeiros,8573,Liberdade,Recife,-8.017097,-34.832171,13178455
ad567,Estrada Margaridas,6904,Bela Vista,Recife,-8.028307,-34.911156,65518821
ad568,Rua Oliveiras,8036,Jardim América,São Paulo,-23.520477,-46.61878,58852085
ad569,Rua Jardins,4238,Copacabana,Recife,-8.019925,-34.921138,57612136
ad570,Estrada Orquídeas,9365,Vila Madalena,Belo Horizonte,-19.914534,-43.891063,29026172
ad571,Estrada Oliveiras,3650,Mooca,Rio de Janeiro,-22.926132,-43.22007,26553703
ad572,Av. Oliveiras,2578,Liberdade,Belo Horizonte,-19.87168,-43.920177,03473121
ad573,Travessa Alecrins,2051,Guaianases,Goiânia,-16.711956,-49.245452,08159705
ad574,Rua Palmeiras,9536,Vila Madalena,Curitiba,-25.382497,-49.234928,92673021
ad575,Rua Cedros,117,Guaianases,Rio de Janeiro,-22.955497,-43.142245,52883754
ad576,Av. Paineiras,5481,Centro,Fortaleza,-3.741141,-38.487116,04693388
ad577,Estrada Limoeiros,3036,Ipanema,Goiânia,-16.706179,-49.293043,96058954
ad578,Av. Oliveiras,1213,Mooca,Goiânia,-16.69231,-49.230353,16331326
ad579,Av. Lavandas,3303,Vila Madalena,Porto Alegre,-30.066875,-51.242266,06008529
ad580,Rua Alecrins,3125,Copacabana,Goiânia,-16.647495,-49.30453,68316164
ad581,Estrada Flores,7005,Boa Viagem,Porto Alegre,-30.057484,-51.210013,46525944
ad582,Rua Paineiras,3594,Boa Viagem,Salvador,-12.992549,-38.514327,03489665
ad583,Estrada Alecrins,918,Boa Viagem,Fortaleza,-3.731951,-38.567417,56817748
ad584,Estrada Paraíso,7591,Centro,Porto Alegre,-30.066014,-51.242845,28519941
ad585,Rua Orquídeas,6100,Liberdade,Fortaleza,-3.780387,-38.568007,96031533
ad586,Rua Oliveiras,4103,Boa Viagem,Recife,-8.071845,-34.884002,67459012
ad587,Av. Primaveras,5562,Jardim América,Recife,-8.008635,-34.87003,51769555
ad588,Travessa Paineiras,149,Mooca,Belo Horizonte,-19.950444,-43.954976,73844923
ad589,Rua Margaridas,5054,Boa Viagem,Belo Horizonte,-19.91905,-43.973528,35415045
ad590,Estrada Primaveras,5056,Copacabana,Rio de Janeiro,-22.903921,-43.128988,04084495
ad591,Av. Primaveras,3386,Guaianases,Goiânia,-16.646294,-49.23606,10392455
ad592,Rua Lavandas,6774,Liberdade,Campinas,-22.926953,-47.034342,85606978
ad593,Travessa Jardins,9844,Boa Viagem,Fortaleza,-3.733494,-38.49835,79234897
ad594,Travessa Flores,9484,Jardim América,Porto Alegre,-30.064087,-51.205879,85182696
ad595,Av. Jardins,1868,Bela Vista,Fortaleza,-3.769463,-38.565591,93465345
ad596,Estrada Paraíso,7148,Guaianases,Curitiba,-25.404482,-49.262121,25567442
ad597,Estrada Ipês,7738,Centro,São Paulo,-23.561527,-46.591964,60810031
ad598,Rua Paraíso,1402,Liberdade,Curitiba,-25.428833,-49.291891,47068536
ad599,Travessa Alecrins,2812,Ipanema,Salvador,-12.932739,-38.539668,75854414
ad600,Travessa Paineiras,9818,Guaianases,Fortaleza,-3.712172,-38.51628,39922150
ad601,Rua Horizonte,5964,Jardim América,Recife,-8.011743,-34.883274,00580043
ad602,Travessa Oliveiras,4086,Bela Vista,Goiânia,-16.675584,-49.261089,95826799
ad603,Rua Paineiras,9459,Boa Viagem,Salvador,-13.017078,-38.513533,15335615
ad604,Rua Orquídeas,5636,Jardim América,Curitiba,-25.416722,-49.248864,99462555
ad605,Travessa Paineiras,4619,Ipanema,Belo Horizonte,-19.889152,-43.903259,90380413
ad606,Rua Oliveiras,4818,Mooca,Curitiba,-25.43437,-49.250823,68573075
ad607,Travessa Jardins,3767,Mooca,Belo Horizonte,-19.937491,-43.956847,88654692
ad608,Estrada Horizonte,3556,Jardim América,Porto Alegre,-30.00394,-51.255099,93715620
ad609,Av. Flores,5590,Boa Viagem,Curitiba,-25.43366,-49.284336,30703275
ad610,Estrada Paraíso,3309,Guaianases,Recife,-8.024949,-34.926677,39930425
ad611,Travessa Primaveras,9955,Centro,Porto Alegre,-30.000564,-51.210817,36413014
ad612,Estrada Oliveiras,949,Vila Madalena,Fortaleza,-3.755302,-38.563608,74203266
ad613,Av. Paineiras,2896,Boa Viagem,Belo Horizonte,-19.933798,-43.97985,66895834
ad614,Rua Palmeiras,4257,Liberdade,Curitiba,-25.3922,-49.294176,69459887
ad615,Travessa Margaridas,6672,Bela Vista,Recife,-8.028639,-34.869472,92784138
ad616,Rua Jardins,9339,Guaianases,Belo Horizonte,-19.960272,-43.948861,06320390
ad617,Estrada Primaveras,1701,Ipanema,Curitiba,-25.449941,-49.283531,42766213
ad618,Rua Cedros,8358,Centro,Fortaleza,-3.692539,-38.49468,35938523
